Count,Zip Code,Latitude,Longitude,Tenure Months,Monthly Charges,Total Charges,Churn Value,Churn Score,CLTV
1,92036,32.980678,-116.262854,10,95.25,1021.55,0,23,4810
1,92040,32.909873,-116.906774,14,19.95,268.4,0,71,5770
1,92054,33.351059,-117.420557,27,80.85,2204.35,0,51,4732
1,92059,33.384345,-117.072619,69,93.3,6398.05,0,45,5205
1,92064,32.984395,-117.013454,35,46.35,1662.05,0,46,4577
1,92066,33.215251,-116.53633,45,78.75,3600.65,0,63,2595
1,92067,33.012751,-117.200617,17,83.55,1329.15,0,59,5564
1,92070,33.174725,-116.743329,22,19.6,422.5,0,37,2203
1,92075,33.001813,-117.263628,67,67.85,4627.65,0,59,4792
1,92078,33.119028,-117.166036,67,105.65,6717.9,0,59,6383
1,92084,33.22784,-117.200024,9,75.5,637.4,0,30,3021
1,92086,33.323705,-116.626907,5,20.15,117.95,0,66,5020
1,92091,32.99356,-117.207121,54,45.2,2460.55,0,54,5435
1,92107,32.741852,-117.243453,70,79.25,5731.85,0,27,5085
1,92109,32.787836,-117.232376,53,85.7,4616.1,0,36,5957
1,92111,32.805518,-117.169052,31,20.1,589.25,0,30,3086
1,92113,32.697098,-117.116587,13,61.8,750.1,0,47,4749
1,92114,32.707892,-117.05512,28,49.9,1410.25,0,74,5250
1,92116,32.765299,-117.122565,38,20.4,743.5,0,65,3756
1,92119,32.802959,-117.027095,52,75.4,3865.45,0,59,5211
1,92120,32.807867,-117.060993,62,108.15,6825.65,0,43,5298
1,92121,32.898613,-117.202937,16,86.25,1340.1,0,65,3511
1,92123,32.808814,-117.134694,12,95.7,1184.0,0,41,5527
1,92124,32.827238,-117.089287,72,116.85,8477.7,0,33,4055
1,92126,32.886925,-117.152162,71,105.75,7382.85,0,54,4921
1,92127,33.017518,-117.118456,24,20.15,456.85,0,39,3573
1,92128,33.000269,-117.072093,15,19.6,331.6,0,38,2722
1,92130,32.957195,-117.202542,2,60.95,134.6,0,78,3172
1,92131,32.89325,-117.087091,5,25.05,125.5,0,24,2071
1,92173,32.555828,-117.040073,41,60.3,2511.3,0,50,4565
1,92201,33.713891,-116.237257,43,63.95,2737.05,0,55,4205
1,92203,33.752938,-116.230055,1,74.3,74.3,0,47,2968
1,92210,33.537646,-116.291089,1,70.6,70.6,0,25,2576
1,92223,33.946982,-116.977672,71,90.55,6404.0,0,23,5007
1,92225,33.674583,-114.71612,7,19.45,165.35,0,42,2600
1,92227,33.03933,-115.191857,28,64.45,1867.6,0,37,3820
1,92230,33.929812,-116.76058,16,69.65,1043.3,0,63,5610
1,92231,32.690654,-115.431225,7,19.5,128.6,0,71,4271
1,92233,33.143826,-115.497485,69,110.5,7455.45,0,33,4803
1,92234,33.829583,-116.474131,1,24.7,24.7,0,55,3065
1,92236,33.680031,-116.171678,3,77.4,206.15,0,24,5528
1,92240,33.948558,-116.516976,69,85.4,5869.4,0,62,5976
1,92241,33.832799,-116.250973,71,47.6,3377.8,0,22,4795
1,92242,34.137742,-114.36514,69,19.4,1346.2,0,57,6408
1,92243,32.770393,-115.60915,48,103.85,4946.05,0,78,4304
1,92251,32.858595,-115.662709,45,108.45,4964.7,0,33,5093
1,92252,34.167236,-116.281511,51,81.0,4085.75,0,34,4121
1,92254,33.543835,-115.993906,72,86.65,6224.8,0,67,4621
1,92256,34.097863,-116.594561,37,92.95,3415.25,0,42,3462
1,92257,33.345825,-115.596574,71,90.35,6325.25,0,28,6483
1,92259,32.698964,-115.886656,66,25.15,1683.6,0,61,6141
1,92260,33.694501,-116.412711,51,76.4,3966.3,0,52,6385
1,92262,33.839989,-116.659215,30,19.55,608.5,0,50,5203
1,92264,33.745746,-116.514215,34,85.35,2896.6,0,78,3818
1,92266,33.3249,-114.758334,64,24.8,1514.85,0,55,6281
1,92267,34.273872,-114.192901,65,103.15,6792.45,0,51,6441
1,92268,34.201108,-116.593456,47,100.75,4669.2,0,27,2508
1,92274,33.53604,-116.119222,67,94.1,6302.8,0,58,4803
1,92275,33.28156,-115.955541,39,19.35,779.2,0,68,2607
1,92276,33.849263,-116.382778,14,19.9,283.75,0,34,3854
1,92278,34.457829,-116.139589,56,101.05,5594.0,0,65,5514
1,92280,34.264124,-114.717964,14,59.1,772.85,0,58,5718
1,92282,33.972293,-116.654195,16,55.85,857.8,0,55,2464
1,92283,32.852947,-114.850784,70,106.05,7554.05,0,30,4583
1,92284,34.159534,-116.425984,72,84.1,5981.65,0,63,4671
1,92285,34.341737,-116.539416,23,75.3,1702.9,0,49,5903
1,92301,34.667815,-117.536183,21,24.7,467.15,0,54,5403
1,92310,35.349241,-116.770281,36,55.8,1941.5,0,25,4770
1,92311,34.965648,-117.001509,50,39.7,1932.75,0,49,5174
1,92313,34.029175,-117.307211,48,29.5,1423.05,0,36,3194
1,92314,34.278967,-116.773825,50,20.15,970.85,0,27,4263
1,92315,34.242058,-116.89802,72,79.55,5810.9,0,55,4766
1,92316,34.059722,-117.39104,10,24.8,223.9,0,36,5212
1,92320,33.982787,-117.057627,18,19.65,391.7,0,20,4333
1,92325,34.248061,-117.29028,9,94.05,811.65,0,42,3475
1,92327,34.875144,-116.821698,2,90.75,174.75,0,60,4766
1,92328,36.27688,-117.033326,40,78.85,3126.85,0,45,5257
1,92332,34.9436,-115.287901,69,99.5,6841.45,0,56,4237
1,92335,34.087558,-117.464096,18,80.55,1406.65,0,37,5334
1,92336,34.136367,-117.460803,11,70.2,834.7,0,29,2848
1,92339,34.067699,-116.903891,55,59.45,3157.0,0,77,5712
1,92341,34.244411,-117.072654,33,93.35,3092.0,0,40,3348
1,92342,34.757783,-117.33997,46,44.95,2168.9,0,44,2626
1,92345,34.361387,-117.337509,34,26.1,980.35,0,46,2026
1,92346,34.129677,-117.154277,3,20.2,65.95,0,24,4369
1,92347,34.983808,-117.239306,30,21.25,711.9,0,70,3047
1,92352,34.2565,-117.19335,33,59.4,1952.8,0,38,2853
1,92354,34.049315,-117.255974,45,95.0,4368.85,0,27,2719
1,92356,34.508417,-116.856103,40,61.9,2647.1,0,52,2520
1,92358,34.238162,-117.534306,71,118.65,8477.6,0,73,4296
1,92363,34.711224,-114.702256,72,64.45,4528.0,0,45,5265
1,92364,35.478736,-115.516984,22,80.15,1790.65,0,42,4732
1,92365,34.89326,-116.505958,46,20.2,845.6,0,68,2325
1,92368,34.647959,-117.296957,55,21.0,1210.3,0,24,5046
1,92371,34.441123,-117.537886,1,20.45,20.45,0,38,4845
1,92372,34.459322,-117.629729,12,75.85,854.45,0,70,5942
1,92373,34.003243,-117.138286,31,80.45,2429.1,0,49,4684
1,92376,34.109775,-117.378904,67,75.5,5229.45,0,69,5420
1,92377,34.156758,-117.404686,1,44.45,44.45,0,74,3498
1,92384,35.924252,-116.188668,41,74.55,3023.55,0,61,2748
1,92392,34.486835,-117.362274,42,48.15,2032.3,0,25,2673
1,92394,34.567058,-117.362329,23,19.65,436.9,0,70,5460
1,92398,35.013299,-116.834092,1,20.15,20.15,0,31,3167
1,92399,34.04597,-117.011825,56,106.6,5893.95,0,80,5056
1,92401,34.105935,-117.2914,15,91.0,1430.05,0,48,4602
1,92404,34.183286,-117.221722,12,25.4,313.0,0,71,2219
1,92405,34.142747,-117.300864,54,69.95,3871.85,0,57,5077
1,92407,34.250069,-117.393949,7,66.85,458.1,0,43,4858
1,92410,34.106922,-117.297553,16,20.15,341.35,0,58,5271
1,92411,34.122501,-117.320138,21,64.85,1336.8,0,51,3302
1,92501,33.994676,-117.372498,30,74.85,2181.75,0,27,5610
1,92503,33.890046,-117.455583,3,50.5,147.75,0,43,5258
1,92504,33.9108,-117.398153,11,72.9,818.45,0,71,3042
1,92505,33.920907,-117.489426,62,115.05,7133.45,0,43,6494
1,92506,33.930931,-117.361788,18,19.0,348.8,0,39,5379
1,92507,33.976328,-117.319786,6,19.55,128.6,0,69,2309
1,92508,33.885499,-117.324959,46,101.1,4674.4,0,54,4883
1,92509,34.004379,-117.447864,21,84.1,1737.45,0,69,4649
1,92518,33.888323,-117.277533,68,24.15,1498.85,0,70,5987
1,92530,33.655421,-117.391751,1,50.1,50.1,0,57,5617
1,92532,33.705836,-117.318204,25,74.6,1797.75,0,35,4591
1,92536,33.482243,-116.827173,24,19.75,498.1,0,43,2639
1,92544,33.644585,-116.871544,51,106.8,5498.8,0,33,4640
1,92545,33.734933,-117.044145,57,84.5,4845.4,0,41,5928
1,92548,33.761894,-117.120868,15,25.05,369.1,0,43,5218
1,92549,33.755039,-116.741796,72,83.7,6096.9,0,36,4592
1,92553,33.923149,-117.244933,28,96.6,2684.35,0,43,5530
1,92557,33.970661,-117.255039,70,101.1,6994.8,0,62,4226
1,92561,33.638645,-116.55783,13,20.2,273.25,0,34,2953
1,92562,33.548869,-117.334165,59,94.05,5483.9,0,30,5061
1,92570,33.787298,-117.320676,62,81.0,4985.9,0,31,4684
1,92571,33.828289,-117.201666,21,60.25,1258.35,0,25,4870
1,92582,33.806708,-117.02007,2,60.85,111.4,0,54,3796
1,92583,33.796568,-116.924723,1,43.95,43.95,0,20,5684
1,92584,33.653338,-117.178271,4,86.05,308.1,0,55,3653
1,92585,33.739412,-117.173334,19,20.25,383.65,0,78,5586
1,92587,33.69887,-117.25071,67,19.4,1284.2,0,70,4890
1,92590,33.475493,-117.219551,72,102.65,7550.3,0,66,4680
1,92591,33.540604,-117.10909,53,19.9,1110.05,0,61,4157
1,92592,33.507255,-117.029473,5,19.55,99.6,0,47,2575
1,92595,33.617108,-117.253349,71,95.5,6707.15,0,80,6412
1,92596,33.657433,-117.04254,50,84.15,4164.4,0,43,4625
1,92602,33.720359,-117.733655,56,103.2,5873.75,0,55,4478
1,92604,33.688546,-117.788091,2,50.2,109.25,0,59,4697
1,92612,33.643095,-117.810896,46,19.95,862.4,0,75,3574
1,92614,33.680302,-117.833296,71,116.25,8564.75,0,47,6124
1,92618,33.667145,-117.732135,29,31.2,926.2,0,39,4761
1,92620,33.716136,-117.752574,69,24.45,1718.2,0,39,5295
1,92624,33.458754,-117.665104,71,84.2,5956.85,0,33,4753
1,92626,33.678591,-117.905471,56,85.65,4824.45,0,70,6500
1,92627,33.645672,-117.922613,56,21.2,1238.65,0,23,6473
1,92630,33.644849,-117.684254,28,25.55,672.2,0,39,3493
1,92646,33.666301,-117.969501,19,20.2,382.2,0,64,3636
1,92647,33.723579,-118.005441,66,63.85,4264.6,0,72,5956
1,92648,33.679659,-118.016195,17,61.95,1070.7,0,27,4759
1,92649,33.721917,-118.043237,52,25.75,1345.85,0,21,4676
1,92651,33.570023,-117.773669,19,58.2,1045.25,0,73,4033
1,92653,33.606899,-117.717854,36,85.85,3003.55,0,64,4898
1,92656,33.571259,-117.731917,72,104.9,7537.5,0,35,4927
1,92660,33.634626,-117.874882,34,99.85,3343.15,0,71,5626
1,92672,33.429488,-117.609432,8,19.55,161.15,0,31,4909
1,92673,33.4725,-117.584273,69,104.0,7028.5,0,63,5902
1,92675,33.521447,-117.602555,50,104.4,5232.9,0,26,6100
1,92676,33.782346,-117.635263,10,19.5,225.85,0,80,5039
1,92677,33.529047,-117.701175,12,25.25,274.7,0,49,2646
1,92683,33.752591,-117.993661,70,49.85,3370.2,0,26,5460
1,92688,33.624654,-117.611733,64,108.95,7111.3,0,26,5780
1,92691,33.611945,-117.665867,66,89.9,5958.85,0,20,4082
1,92692,33.60693,-117.644253,71,82.0,5999.85,0,72,5770
1,92694,33.569186,-117.640055,20,89.95,1648.45,0,33,4812
1,92701,33.748478,-117.858918,72,79.35,5753.25,0,55,4278
1,92703,33.748635,-117.906125,71,64.05,4492.9,0,71,4374
1,92704,33.719869,-117.907063,38,101.15,3956.7,0,34,3738
1,92707,33.714829,-117.872941,33,39.1,1309.0,0,40,2855
1,92708,33.712036,-117.950113,23,34.6,813.45,0,73,4445
1,92780,33.735802,-117.818805,58,19.55,1108.8,0,72,4801
1,92782,33.738543,-117.785046,70,104.45,7349.35,0,27,5004
1,92801,33.844983,-117.952151,4,70.5,294.2,0,68,2896
1,92802,33.807864,-117.923782,45,20.35,929.2,0,62,4210
1,92805,33.830209,-117.906099,36,19.45,754.5,0,39,5745
1,92806,33.83796,-117.870494,54,69.9,3883.3,0,65,6092
1,92807,33.848733,-117.788357,23,59.7,1414.2,0,49,3464
1,92808,33.850452,-117.726668,41,78.35,3211.2,0,44,2894
1,92821,33.930199,-117.862898,5,71.45,371.6,0,36,5171
1,92823,33.924143,-117.79387,27,45.85,1246.4,0,49,2068
1,92831,33.879983,-117.895482,1,95.85,95.85,0,23,3270
1,92832,33.868316,-117.929029,67,35.7,2545.7,0,25,5655
1,92833,33.877639,-117.961212,72,89.55,6448.85,0,25,4993
1,92835,33.902211,-117.914922,56,24.95,1468.9,0,76,5243
1,92840,33.787165,-117.931889,44,24.85,1013.6,0,58,5331
1,92841,33.786738,-117.982564,66,100.8,6690.75,0,32,5469
1,92844,33.766476,-117.969795,69,105.35,7240.65,0,34,5268
1,92860,33.925833,-117.559639,40,19.65,830.25,0,75,3878
1,92861,33.817473,-117.810462,30,54.45,1588.7,0,38,2613
1,92865,33.828779,-117.848299,11,70.5,829.3,0,75,5541
1,92866,33.784597,-117.844535,15,20.1,302.45,0,71,4359
1,92867,33.81859,-117.821288,11,69.35,712.25,0,47,2288
1,92868,33.787796,-117.875928,64,19.8,1336.65,0,31,5384
1,92869,33.792791,-117.789749,72,74.4,5360.75,0,58,5590
1,92870,33.881158,-117.854783,72,93.05,6735.05,0,39,4988
1,92879,33.893823,-117.531446,1,51.2,51.2,0,51,3699
1,92880,33.918043,-117.617809,15,65.6,1010.0,0,28,2976
1,92881,33.833686,-117.513063,60,80.55,4847.05,0,52,4159
1,92882,33.819385,-117.600213,56,52.7,3019.7,0,63,4753
1,92883,33.762351,-117.488725,8,20.85,161.65,0,23,4249
1,92887,33.884073,-117.732197,49,52.15,2583.75,0,40,5224
1,93004,34.278697,-119.167798,70,114.95,7711.25,0,26,4511
1,93012,34.205504,-118.993111,52,104.45,5481.25,0,78,5490
1,93013,34.441398,-119.513163,72,113.65,8124.2,0,79,6469
1,93015,34.408161,-118.865111,40,20.6,827.3,0,27,3091
1,93023,34.581308,-118.931948,40,91.55,3673.6,0,59,5742
1,93030,34.223244,-119.18012,1,49.85,49.85,0,49,5323
1,93033,34.156629,-119.117218,30,19.8,576.65,0,74,4006
1,93041,34.110124,-119.100972,44,104.15,4495.65,0,32,2944
1,93063,34.296813,-118.685703,7,48.2,340.35,0,34,5525
1,93065,34.269449,-118.768471,72,25.1,1789.9,0,74,5751
1,93066,34.297628,-119.014627,8,100.15,908.55,0,42,5157
1,93105,34.037342,-119.80079,3,55.9,157.55,0,36,4648
1,93109,34.406256,-119.726936,8,64.4,581.7,0,78,4537
1,93111,34.460197,-119.802602,5,85.3,420.45,0,67,2689
1,93117,34.489983,-120.091246,72,107.45,7576.7,0,28,5246
1,93203,35.116307,-118.817644,54,91.3,4965.0,0,27,5907
1,93204,35.916943,-120.129921,72,85.95,6151.9,0,62,6450
1,93207,35.865795,-118.69759,1,45.2,45.2,0,44,4576
1,93210,36.186867,-120.387793,69,79.2,5420.65,0,63,4072
1,93212,36.04533,-119.532424,48,55.5,2627.35,0,48,4975
1,93218,35.846067,-119.004073,8,90.25,743.75,0,76,4969
1,93219,35.858054,-119.305858,71,91.25,6589.6,0,30,5529
1,93222,34.907911,-119.234281,67,100.9,6733.15,0,31,4078
1,93223,36.29878,-119.201028,34,97.7,3410.0,0,39,5789
1,93224,35.215731,-119.57013,3,69.85,199.85,0,40,4764
1,93225,34.827662,-118.999073,9,65.6,593.3,0,65,2205
1,93226,35.735694,-118.738483,71,104.65,7288.4,0,74,6101
1,93230,36.29223,-119.622676,57,90.45,5229.8,0,24,5076
1,93234,36.217864,-120.080117,72,63.7,4464.8,0,46,4921
1,93235,36.385818,-119.224243,48,104.5,5068.05,0,71,3847
1,93238,35.852892,-118.397782,18,20.1,401.85,0,57,5586
1,93239,35.996923,-120.000951,43,104.3,4451.85,0,60,3927
1,93240,35.607875,-118.466318,72,93.25,6688.95,0,28,5197
1,93241,35.245035,-118.905553,35,73.45,2661.1,0,66,4719
1,93242,36.444232,-119.718285,4,20.7,73.05,0,76,4676
1,93243,34.845861,-118.885163,49,25.25,1211.65,0,35,5616
1,93244,36.462671,-118.997291,71,100.5,7030.65,0,41,4080
1,93245,36.303666,-119.825657,11,90.6,1020.2,0,65,2004
1,93247,36.205465,-119.085807,63,89.4,5597.65,0,80,5004
1,93249,35.637715,-119.893068,65,95.45,6223.3,0,62,4168
1,93250,35.666886,-119.186717,49,20.45,1024.65,0,20,4784
1,93254,34.956577,-119.750142,4,19.95,82.9,0,26,2951
1,93255,35.676978,-118.101378,72,109.15,7789.6,0,46,4807
1,93256,35.957019,-119.330928,26,85.7,2067.0,0,23,3935
1,93257,36.008958,-118.891593,35,102.05,3452.55,0,35,3199
1,93260,35.861928,-118.636698,57,94.7,5468.95,0,70,4507
1,93261,35.809921,-119.127437,28,64.4,1802.15,0,48,2434
1,93262,36.527243,-118.594938,25,26.8,733.55,0,78,3428
1,93263,35.490705,-119.286833,47,66.05,3021.45,0,73,3404
1,93265,36.245926,-118.693138,57,65.2,3687.85,0,76,4491
1,93266,36.175255,-119.813805,16,85.05,1391.15,0,80,3739
1,93267,36.141319,-119.129075,5,55.8,274.35,0,69,2612
1,93271,36.413433,-118.854708,72,19.95,1322.85,0,56,5092
1,93274,36.185471,-119.375243,48,45.0,2196.3,0,21,5269
1,93276,35.316263,-119.402559,68,114.9,7843.55,0,77,5782
1,93277,36.303793,-119.375646,30,106.4,3211.9,0,35,5503
1,93280,35.652242,-119.4464,3,46.1,130.15,0,39,4047
1,93283,35.55647,-118.244914,14,39.7,692.35,0,47,3162
1,93285,35.690535,-118.552784,4,20.05,85.5,0,57,4462
1,93286,36.464635,-119.094348,71,95.75,6849.4,0,26,4865
1,93287,35.710244,-118.881679,8,24.4,203.95,0,35,2028
1,93291,36.391777,-119.372842,61,33.6,2117.2,0,64,6495
1,93292,36.37559,-119.211689,72,90.45,6565.85,0,35,4461
1,93301,35.383937,-119.020428,5,84.0,424.75,0,54,4456
1,93304,35.339796,-119.023552,49,67.4,3306.85,0,66,5075
1,93305,35.391733,-118.984109,8,19.7,168.9,0,22,5498
1,93306,35.449881,-118.841442,3,80.35,253.8,0,51,4203
1,93307,35.280113,-118.962329,9,19.6,197.4,0,65,4406
1,93308,35.559617,-118.925185,67,54.2,3838.2,0,57,6005
1,93309,35.342891,-119.064803,46,45.2,2065.15,0,75,3150
1,93311,35.16207,-119.194488,67,75.1,5064.45,0,25,4931
1,93312,35.392599,-119.245341,55,19.7,1140.05,0,28,4888
1,93313,35.140938,-119.051348,33,72.75,2447.45,0,75,4959
1,93401,35.233745,-120.626442,62,20.05,1263.9,0,63,6444
1,93405,35.236549,-120.727344,49,39.2,1838.15,0,39,4810
1,93420,35.176236,-120.483243,1,44.75,44.75,0,59,5479
1,93422,35.453912,-120.69461,14,82.65,1185.0,0,79,4965
1,93424,35.186644,-120.728305,18,93.9,1743.9,0,47,3728
1,93428,35.591387,-121.032256,72,117.15,8529.5,0,41,4743
1,93429,34.866032,-120.536546,64,99.25,6549.45,0,59,5213
1,93430,35.511833,-120.918713,69,112.55,7806.5,0,52,5532
1,93432,35.480896,-120.469476,1,25.7,25.7,0,54,5249
1,93433,35.120833,-120.61843,71,90.3,6287.3,0,63,6291
1,93434,34.936,-120.594655,66,49.4,3251.85,0,59,5232
1,93436,34.601055,-120.382917,2,19.4,50.6,0,56,3954
1,93437,34.757477,-120.550507,71,109.7,7904.25,0,26,5011
1,93440,34.758699,-120.275839,11,61.25,729.95,0,58,2738
1,93441,34.70434,-120.02609,47,55.3,2654.05,0,52,5491
1,93445,35.059695,-120.604741,60,103.75,5969.95,0,53,6237
1,93446,35.634222,-120.728341,11,19.5,226.8,0,28,5825
1,93449,35.165668,-120.655842,29,39.5,1082.75,0,29,5103
1,93450,35.996008,-120.85305,21,26.05,565.75,0,44,4302
1,93451,35.886767,-120.608661,48,91.05,4370.75,0,60,3594
1,93452,35.746484,-121.223355,3,29.65,90.05,0,69,5880
1,93453,35.303926,-120.256567,43,50.2,2169.4,0,49,5284
1,93454,34.943523,-120.256729,5,105.3,550.6,0,66,4024
1,93455,34.818227,-120.418784,1,55.45,55.45,0,45,5286
1,93458,34.95934,-120.490081,71,85.45,6300.85,0,32,5280
1,93460,34.630356,-120.032564,8,19.8,160.05,0,51,5698
1,93461,35.634488,-120.293534,8,59.25,436.6,0,54,3003
1,93463,34.624399,-120.137875,20,90.7,1781.35,0,77,2927
1,93501,35.097323,-118.171288,71,79.05,5552.5,0,38,5466
1,93505,35.151491,-117.927597,31,90.7,2835.5,0,34,2364
1,93510,34.501452,-118.207862,38,95.0,3591.25,0,71,5148
1,93513,37.245505,-118.062943,2,30.25,63.75,0,61,4387
1,93514,37.04584,-118.397236,12,49.85,617.15,0,24,2873
1,93516,34.95703,-117.73045,9,93.0,870.25,0,40,2267
1,93517,38.184583,-119.286558,11,54.55,601.25,0,40,4143
1,93518,35.358953,-118.527064,6,19.7,111.65,0,44,2276
1,93522,36.319181,-117.593053,71,84.8,6046.1,0,28,5643
1,93523,34.966777,-117.961179,42,94.45,3923.8,0,63,5643
1,93529,37.730269,-119.055813,45,20.85,892.15,0,32,2844
1,93530,36.560498,-117.962461,28,60.0,1682.05,0,80,2797
1,93531,35.214982,-118.59049,43,80.45,3398.9,0,35,5357
1,93532,34.659579,-118.584212,60,84.95,4984.85,0,41,4104
1,93535,34.712708,-117.889656,7,49.65,305.55,0,60,2750
1,93536,34.741406,-118.38111,25,20.2,507.9,0,23,4129
1,93543,34.505273,-117.955054,27,100.5,2673.45,0,50,5939
1,93544,34.500091,-117.765862,10,35.75,389.8,0,59,2263
1,93545,36.590415,-118.073839,27,86.45,2401.05,0,77,5990
1,93546,37.550074,-118.837167,11,53.8,651.55,0,27,5899
1,93549,36.296851,-117.865469,4,38.55,156.1,0,40,3824
1,93550,34.536232,-118.082935,68,39.9,2796.35,0,69,6270
1,93551,34.613476,-118.256358,1,70.05,70.05,0,51,2469
1,93552,34.557711,-118.029441,18,20.1,407.05,0,55,2910
1,93554,35.405722,-117.773354,26,20.3,511.25,0,68,5712
1,93555,35.603913,-117.67828,17,35.65,646.05,0,38,5977
1,93562,35.74837,-117.384948,59,82.95,4903.15,0,61,5295
1,93563,34.39583,-117.734568,30,55.65,1653.85,0,70,5445
1,93601,37.375816,-119.739935,50,25.2,1306.3,0,61,4015
1,93602,36.991762,-119.242874,9,50.8,463.6,0,47,5535
1,93603,36.64545,-118.924982,3,19.65,60.65,0,31,4943
1,93604,37.458367,-119.345011,14,59.8,824.85,0,51,5962
1,93605,37.17277,-119.2997,31,73.55,2094.65,0,39,2057
1,93606,36.798882,-120.019511,7,61.4,438.9,0,71,2845
1,93609,36.5276,-119.865999,17,19.9,329.75,0,63,3526
1,93610,37.100948,-120.270136,32,19.45,674.55,0,42,4363
1,93611,36.917652,-119.593757,2,81.5,162.55,0,59,4267
1,93614,37.212191,-119.749323,72,109.55,7887.25,0,27,5723
1,93616,36.657462,-119.595293,27,74.4,1972.35,0,57,4331
1,93620,37.045728,-120.630682,7,74.9,490.55,0,52,5335
1,93622,36.785618,-120.625382,11,59.65,683.25,0,71,2136
1,93623,37.483535,-119.679414,72,110.45,8058.85,0,41,4754
1,93626,37.027663,-119.69056,4,74.45,294.45,0,50,4093
1,93627,36.520537,-120.118055,71,24.55,1719.15,0,74,4555
1,93630,36.727418,-120.123526,47,24.55,1160.45,0,78,3629
1,93631,36.478239,-119.52137,57,90.65,5199.8,0,23,5636
1,93634,37.290606,-119.216328,50,105.05,5163.3,0,40,5324
1,93635,36.995162,-120.955099,8,20.45,162.3,0,24,5624
1,93637,36.902954,-120.194274,48,19.55,883.35,0,68,5461
1,93638,37.004068,-119.930027,70,19.7,1341.5,0,72,6072
1,93640,36.687292,-120.437354,1,70.45,70.45,0,53,2706
1,93641,36.696759,-119.024051,8,85.65,659.45,0,72,2512
1,93645,37.140104,-119.657092,60,20.55,1205.05,0,47,4020
1,93646,36.633498,-119.298895,49,97.95,4917.9,0,53,4301
1,93648,36.622237,-119.521126,29,20.0,599.3,0,65,4128
1,93650,36.841655,-119.797113,67,25.25,1733.15,0,32,5887
1,93652,36.594542,-119.905245,67,70.9,4677.1,0,80,4361
1,93653,37.252057,-119.95783,6,19.85,119.3,0,31,5060
1,93654,36.636638,-119.421842,47,106.35,4849.1,0,74,3723
1,93656,36.452211,-119.94575,53,99.5,5424.25,0,23,4754
1,93657,36.819628,-119.440414,69,84.7,5878.9,0,70,5345
1,93660,36.600193,-120.153393,3,86.05,244.85,0,37,2500
1,93662,36.545322,-119.642281,4,44.55,220.75,0,45,2124
1,93664,37.223,-119.001021,56,75.85,4261.2,0,52,5314
1,93666,36.545353,-119.338535,61,25.0,1501.75,0,78,6421
1,93667,36.993666,-119.348267,2,45.0,89.75,0,60,5225
1,93669,37.287758,-119.548156,12,20.5,255.5,0,65,2891
1,93675,36.719141,-119.202677,28,90.45,2509.25,0,74,5823
1,93701,36.749403,-119.787574,24,60.45,1440.75,0,56,5095
1,93703,36.768774,-119.762633,68,78.45,5333.35,0,67,5071
1,93704,36.799648,-119.801247,39,100.55,3895.35,0,71,3124
1,93705,36.78724,-119.827813,42,20.35,869.9,0,69,2127
1,93710,36.822715,-119.761826,6,90.75,512.25,0,54,4297
1,93720,36.878709,-119.7645,38,20.25,814.75,0,25,4411
1,93721,36.732694,-119.783786,18,20.05,388.6,0,20,2782
1,93722,36.78979,-119.929894,4,19.6,93.45,0,66,4580
1,93725,36.623632,-119.741322,27,53.8,1389.85,0,66,2563
1,93726,36.793601,-119.761131,41,70.2,2894.55,0,56,5365
1,93727,36.751489,-119.68072,50,75.5,4025.6,0,21,5141
1,93728,36.757345,-119.818274,72,20.35,1354.4,0,41,4949
1,93901,36.64152,-121.622188,70,26.05,1856.4,0,21,4467
1,93905,36.667794,-121.601306,44,20.6,926.0,0,44,2471
1,93907,36.77462,-121.664714,34,20.1,682.1,0,21,2272
1,93908,36.624338,-121.615669,72,24.3,1778.7,0,55,4397
1,93920,36.092975,-121.549826,71,24.5,1816.2,0,38,4058
1,93921,36.554618,-121.922239,64,110.5,7069.25,0,64,5718
1,93923,36.460611,-121.852507,72,25.25,1841.2,0,36,4551
1,93925,36.596271,-121.442274,29,90.1,2656.7,0,55,3553
1,93926,36.52588,-121.396719,23,68.75,1689.45,0,34,3519
1,93927,36.248708,-121.386617,52,19.2,1054.75,0,78,4203
1,93930,36.220761,-120.980777,64,115.1,7334.05,0,78,5213
1,93940,36.362741,-121.869685,24,99.65,2404.85,0,47,5207
1,93950,36.618337,-121.926417,2,91.45,171.45,0,32,4889
1,93953,36.587497,-121.944815,34,84.75,2839.45,0,51,2020
1,93955,36.625114,-121.823565,53,78.75,3942.45,0,73,5052
1,93960,36.414216,-121.360597,47,20.25,873.4,0,38,2070
1,93962,36.624641,-121.647195,72,19.9,1529.65,0,72,5730
1,94002,37.509366,-122.306132,72,97.75,6991.6,0,46,4054
1,94019,37.45567,-122.407992,7,100.4,715.0,0,56,5041
1,94020,37.285677,-122.224165,71,24.45,1681.6,0,77,4742
1,94021,37.266388,-122.26308,41,101.1,4016.2,0,38,2227
1,94022,37.349546,-122.134356,67,50.9,3281.65,0,62,5281
1,94024,37.352911,-122.093002,69,107.2,7317.1,0,51,5935
1,94025,37.449551,-122.183762,70,92.2,6474.45,0,44,5264
1,94028,37.369709,-122.215844,72,113.4,8164.1,0,56,6347
1,94030,37.601248,-122.403099,34,40.55,1325.85,0,31,3897
1,94037,37.540582,-122.509594,65,26.0,1654.85,0,72,5352
